OriginalName,DatabaseName,Participant,SessionID,Timestamp,VideoTime,Value
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980901221,30584,4
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980901276,30644,3
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980901811,31180,2
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980901856,31216,1
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980901907,31273,0
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980902022,31386,-1
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980902956,32321,0
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980902985,32353,1
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980903016,32387,2
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980903119,32486,3
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980904744,34108,2
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980904787,34152,1
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980904811,34179,0
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980904865,34236,-1
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980905860,35226,-2
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980905900,35272,-3
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980905955,35318,-4
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980906003,35372,-5
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980906762,36126,-6
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980906809,36178,-7
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980906937,36305,-8
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980908440,37803,-9
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980908879,38245,-10
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980908915,38285,-11
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980909027,38394,-12
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980910879,40249,-11
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980911108,40474,-10
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980911147,40518,-9
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980911235,40601,-8
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980911707,41069,-7
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980912603,41974,-6
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980912680,42048,-5
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980915380,44741,-4
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980915414,44778,-3
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980915461,44829,-2
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980915568,44935,-1
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980915944,45309,0
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980915979,45346,1
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980916042,45404,2
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980916126,45495,3
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980916756,46123,4
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980916825,46187,5
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980918436,47799,6
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980918516,47887,7
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980919800,49169,8
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980919849,49211,9
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980919901,49267,10
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980921225,50592,11
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980921254,50625,12
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980921301,50663,13
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980921355,50721,14
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980921503,50871,15
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980922094,51457,16
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980922134,51501,17
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980922210,51571,18
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980923319,52685,19
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980923349,52718,20
1_moh99.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980926119,55490,21
1_moh99.mp4 - 60.418322,F3932CDB-825F-0D65-4A68-51E8FD028AB1_19,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,D3B6E4F7-AECD-966C-899C-676DDD591A91,1678980934075,60418,0
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980935522,0,0
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980943022,7439,1
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980943100,7520,2
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980943154,7580,3
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980943597,8013,2
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980943614,8033,1
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980943627,8047,0
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980943639,8059,-1
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980943651,8073,-2
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980943675,8100,-3
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980944136,8556,-4
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980944160,8581,-5
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980944184,8607,-6
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980944215,8639,-7
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980944281,8702,-8
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980945198,9618,-9
1_farcry1.mp4 - 60.05,F3932CDB-825F-0D65-4A68-51E8FD028AB1_12,1D8DFC94-778B-0969-9390-9F8A5B9C33EE,DAA11901-FDE9-1639-E956-D42456FA63E6,1678980945233,9655,-10
