OriginalName,DatabaseName,Participant,SessionID,Timestamp,VideoTime,Value
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160173169,10407,5
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160173788,11026,6
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160177055,14293,7
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160177087,14325,8
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160177387,14626,9
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160177819,15059,10
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160178254,15492,11
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160178285,15523,12
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160179672,16910,13
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160180120,17359,14
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160180154,17393,15
TriangleWave video (XfF2tLZMEZU&amp;ab_channel) - 32.521,1368606C-2DED-E906-2F1E-C611A5842291_1,5782A4A8-DFD1-CA27-D4D4-6C85258384AF,D4E4DFDC-0C31-3BCB-41CC-282F92BC6340,1680160180204,17442,16
